"uid","title","species"
"WOS:000088389500009","First occurrence of the Pontocaspian invader Hemimysis anomala (Sars, 1907) in Belgium (Crustacea : Mysidacea)","Hemimysis anomala"
"WOS:000088403000001","Automated beta galactosidase activity bioassay for adult Daphnia magna versus classic immobilization test","Daphnia magna"
"WOS:000088508800017","Phenotypic sex differentiation of blue tilapia under constant and fluctuating thermal regimes and its adaptive and evolutionary implications","Oreochromis niloticus"
"WOS:000088580200005","Redescription of Ilyocryptus tuberculatus Brehm, 1913 (Anomopoda, Branchiopoda)","Ilyocryptus agilis"
"WOS:000088588300018","Further expansion of the genus Cercopagis (Crustacea, Branchiopoda, Onychopoda) in the Baltic Sea, with notes on the taxa present and their ecology","Cercopagis (Cercopagis) pengoi"
"WOS:000088662300008","High pressure and glycolytic flux in the freshwater Chinese crab, Eriocheir sinensis","Anguilla anguilla"
"WOS:000088807400009","The microneme protein MIC3 of Toxoplasma gondii is a secretory adhesin that binds to both the surface of the host cells and the surface of the parasite","Toxoplasma gondii"
"WOS:000089018500006","Biological and environmental characteristics of fish passage at the Tailfer Dam on the Meuse River, Belgium","Rutilus rutilus"
"WOS:000089047200002","Effect of Flavobacterium psychrophilum strains and their metabolites on the oxidative activity of rainbow trout Oncorhynchus mykiss phagocytes","Oncorhynchus mykiss"
"WOS:000089098400006","Morphometric and allozyme variation in the black-chinned tilapia Sarotherodon melanotheron (Perciformes, Cichlidae), with a revision of the subspecies complex","Tilapia leonensis"
"WOS:000089183800018","Transintestinal expulsion of surgically implanted tags by African catfish Heterobranchus longifilis of variable size and age","Salmo punctatus"
"WOS:000089307400007","Primary structure characterization of a Rhodocyclus tenuis diheme cytochrome c reveals the existence of two different classes of low-potential diheme cytochromes c in purple phototropic bacteria","Pseudomonas stutzeri"
"WOS:000089406200015","Salt stress and resistance to hypoxic challenges in the common carp (Cyprinus carpio L.)","Cyprinus carpio"
"WOS:000089877200012","Sibling cannibalism in dorada under experimental conditions. I. Ontogeny, dynamics, bioenergetics of cannibalism and prey size selectivity","Salvelinus alpinus"
"WOS:000089962800011","Comparison of four chronic toxicity tests using algae, bacteria, and invertebrates assessed with sixteen chemicals","Daphnia magna"
"WOS:000090019300012","Difficulties in experimental infection studies with Flavobacterium psychrophilum in rainbow trout (Oncorhynchus mykiss) using immersion, oral and anal challenges","Oncorhynchus mykiss"
"WOS:000090147800002","Cold tolerance and the regulation of cardiac performance and hemolymph distribution in Maja squinado (Crustacea : Decapoda)","Procambarus clarkii"
"WOS:000165178800001","Prevention of congenital toxoplasmosis","Toxoplasma gondii"
"WOS:000165402100015","Reduced sperm counts in guppies (Poecilia reticulata) following exposure to low levels of tributyltin and bisphenol A","Poecilia reticulata"
"WOS:000165704400016","Toxoplasmosis after hematopoietic stem cell transplantation","Toxoplasma gondii"
"WOS:000165776300017","In vitro exposure of seal peripheral blood leukocytes to different metals reveal a sex-dependent effect of zinc on phagocytic activity","Phoca vitulina"
"WOS:000165784200007","Annual variations in the reproductive traits of Pomatoschistus microps in a Mediterranean lagoon undergoing environmental changes: evidence of phenotypic plasticity","Pomatoschistus microps"
"WOS:000165811600005","In vivo effect of EICAR (5-ethynyl-1-beta-D-ribofuranosylimidazole-carboxamide) on experimental infected rainbow trout (Oncorhynchus mykiss) and coho salmon (Onchorhynchus kisutch) fry with infectious pancreatic necrosis virus","Oncorhynchus kisutch"
"WOS:000166184200035","The nuclear rDNA region of Gyrodactylus arcuatus and G-branchicus (Monogenea : Gyrodactylidae)","Salmo salar"
"WOS:000166213800005","Methodological bias in home range and mobility estimates when locating radio-tagged trout, Salmo trutta, at different time intervals","Trutta trutta"
"WOS:000166308700031","Stimulation of intracellular free calcium in GH3 cells by gamma 3-melanocyte-stimulating hormone. Involvement of a novel melanocortin receptor?","Acipenser transmontanus"
"WOS:000166327800005","Metazooplankton dynamics and secondary production of Daphnia magna (Crustacea) in an aerated waste stabilization pond","Daphnia magna"
"WOS:000166622000019","Morphological and metabolic changes in common carp, Cyprinus carpio, during short-term copper exposure: Interactions between Cu2+ and plasma cortisol elevation","Salmo mykiss"
"WOS:000166715200012","Evidence of rainbow trout prolactin interaction with its receptor through unstable homodimerisation","Trutta trutta"
"WOS:000166716300009","Effect of water temperature on survival, growth and phenotypic sex of mixed (XX-XY) progenies of Nile tilapia Oreochromis niloticus","Oreochromis niloticus"
"WOS:000166976000005","Cadmium-binding to transferrin in the plasma of the common carp Cyprinus carpio","Trutta trutta"
"WOS:000166990800005","A mechanistic model for the uptake of waterborne strontium in the common carp (Cyprinus carpio L.)","Salmo gairdneri"
"WOS:000166991600001","Accumulation of metals in the tissues of three spined stickelback (Gasterosteus aculeatus) from natural fresh waters","Salmo mykiss"
"WOS:000167146200004","Evidence for local adaptation in neighbouring Daphnia populations: a laboratory transplant experiment","Daphnia pulex"
"WOS:000167172000010","Newly discovered functions for some myotropic neuropeptides in locusts","Procambarus clarkii"
"WOS:000167248900001","The use of biomarkers in Daphnia magna toxicity testing v. in vivo alterations in the carbohydrate metabolism of Daphnia magna exposed to sublethal concentrations of mercury and lindane","Daphnia magna"
"WOS:000167248900004","Stress responses and changes in protein metabolism in carp Cyprinus carpio during cadmium exposure","Cyprinus carpio"
"WOS:000167260100003","The branchial basket in teleost feeding","Abramis brama"
"WOS:000167409000022","Myxobolus dahomeyensis infection in ovaries of Tilapia species from Benin (West Africa)","Tilapia zillii"
"WOS:000167736100005","Dynamics of total lipids and fatty acids during embryogenesis and larval development of Eurasian perch (Perca fluviatilis)","Salmo harengus"
"WOS:000167946500034","Detection of phospholipase C in nontuberculous mycobacteria and its possible role in hemolytic activity","Mycobacterium marinum"
"WOS:000168024900008","Description of a new Clarias species from southeast Asia based on morphological and genetical evidence (Siluriformes, Clariidae)","Trutta trutta"
"WOS:000168115200006","Molecular cloning and characterization of thyroid hormone receptors in teleost fish","Salmo salar"
"WOS:000168209500008","Dynamics of (Cd,Zn)-metallothioneins in gills, liver and kidney of common carp Cyprinus carpio during cadmium exposure","Cyprinus carpio"
"WOS:000168465000022","A new species of Onychocamptus Daday, 1903 (Copepoda : Harpacticoida : Laophontidae) from northwestern Mexico","Onychocamptus krusensterni"
"WOS:000168476000006","Identification of beta-endorphins in the pituitary gland and blood plasma of the common carp (Cyprinus carpio)","Oreochromis mossambicus"
"WOS:000168802800007","Occurrence of myxosporean parasites in the gills of two tilapia species from Lake Nokoue (Benin, West Africa): effect of host size and sex, and seasonal patterns of infection","Tilapia zillii"
"WOS:000168814900018","Identification of two liver proteins recognized by autoantibodies elicited in mice infected with mouse hepatitis virus A59","Odontesthes bonariensis"
"WOS:000168940700007","Morbillivirus in common seals stranded on the coasts of Belgium and northern France during summer 1998","Phoca vitulina"
"WOS:000168965300009","Long-term monitoring on the occurrence of a myxosporean parasite Kudoa camarguensis (Myxosporean) on the common goby (Teleostei, Pisces) Pomatoschistus microps","Pomatoschistus microps"
"WOS:000169009900007","Nest use by the common goby Pomatoschistus microps in Camargue (France)","Pomatoschistus microps"
"WOS:000169090900009","Growth of heat-shock induced triploids of blue tilapia, Oreochromis aureus, reared in tanks and in ponds in Eastern Congo: feeding regimes and compensatory growth response of triploid females","Salvelinus alpinus"
"WOS:000169223000009","The use of a Daphnia magna bioassay for rapid screening of acute intoxications with insecticides in dogs and cats","Daphnia magna"
"WOS:000169295800007","Heat shock stimulation of a tilapia heat shock protein 70 promoter is mediated by a distal element","Oreochromis mossambicus"
"WOS:000169330700017","Environmental factors influencing the gobiid assemblage of a Mediterranean Lagoon: Empirical evidence from a long-term study","Pomatoschistus microps"
"WOS:000169497700007","Use of double-focusing sector field ICP-mass spectrometry in tracer experiments, aiming at the quantification of Mg2+ transport across the intestine of tilapia fish","Oreochromis mossambicus"
"WOS:000169620100037","Freshwater rotifera from plankton of the kerguelen islands (Subantarctica)","Cephalodella gibba"
"WOS:000169628100004","Beneficial effects of the growth of metal tolerant grass on biological and chemical parameters in copper- and zinc contaminated sandy soils","Festuca rubra"
"WOS:000169721900001","An insight into the epidemiology of dolphin morbillivirus worldwide","Delphinus melas"
"WOS:000169755900014","Evolutionary convergence of body shape and trophic morphology in cichlids from Lake Tanganyika","Gasterosteus aculeatus"
"WOS:000169921600009","The use of IS2404 restriction fragment length polymorphisms suggests the diversity of Mycobacterium ulcerans from different geographical areas","Mycobacterium marinum"
"WOS:000169963100015","A data-based perspective on the environmental risk assessment of human pharmaceuticals I - Collation of available ecotoxicity data","Daphnia magna"
"WOS:000169967900010","Mercury contamination in freshwater, estuarine, and marine fishes in relation to small-scale gold mining in Suriname, South America","Tarpon atlanticus"
"WOS:000170021400003","Mechanical properties of red and white swimming muscles as a function of the position along the body of the eel Anguilla anguilla","Anguilla anguilla"
"WOS:000170250200007","Limb joint kinematics during vertical climbing and level running in a specialist climber: Gekko gecko Linneus, 1758 (Lacertilia : Gekkonidae)","Alligator mississippiensis"
"WOS:000170250200008","First record of the Pontocaspian invader Hypania invalida (Grube, 1860) (Polychaeta : Ampharetidae) in the River Meuse (Belgium)","Hypania invalida"
"WOS:000170409300005","The surface antigen SAG3 mediates the attachment of Toxoplasma gondii to cell-surface proteoglycans","Toxoplasma gondii"
"WOS:000170603200026","Multigeneration zinc acclimation and tolerance in Daphnia magna: Implications for water-quality guidelines and ecological risk assessment","Daphnia magna"
"WOS:000170667500007","Geographical and genetic distances among zooplankton populations in a set of interconnected ponds: a plea for using GIS modelling of the effective geographical distance","Daphnia ambigua"
"WOS:000170686200004","Multicenter evaluation of strategies for serodiagnosis of primary infection with Toxoplasma gondii","Toxoplasma gondii"
"WOS:000170837500040","Evaluation of PCR-restriction profile analysis and IS2404 restriction fragment length polymorphism and amplified fragment length polymorphism fingerprinting for identification and typing of Mycobacterium ulcerans and M-marinum","Mycobacterium marinum"
